title,star_rating,content_rating,genre,duration,actors_list
Predator,7.8,R,Action,107,"[u'Arnold Schwarzenegger', u'Carl Weathers', u'Kevin Peter Hall']"
Tangled,7.8,PG,Animation,100,"[u'Mandy Moore', u'Zachary Levi', u'Donna Murphy']"
Guess Who's Coming to Dinner,7.8,UNRATED,Comedy,108,"[u'Spencer Tracy', u'Sidney Poitier', u'Katharine Hepburn']"
Ordinary People,7.8,R,Drama,124,"[u'Donald Sutherland', u'Mary Tyler Moore', u'Judd Hirsch']"
The Best Offer,7.8,R,Crime,131,"[u'Geoffrey Rush', u'Jim Sturgess', u'Sylvia Hoeks']"
Silver Linings Playbook,7.8,R,Comedy,122,"[u'Bradley Cooper', u'Jennifer Lawrence', u'Robert De Niro']"
Hamlet,7.8,PG-13,Drama,242,"[u'Kenneth Branagh', u'Julie Christie', u'Derek Jacobi']"
Amour,7.8,PG-13,Drama,127,"[u'Jean-Louis Trintignant', u'Emmanuelle Riva', u'Isabelle Huppert']"
I Saw the Devil,7.8,NOT RATED,Crime,141,"[u'Byung-hun Lee', u'Min-sik Choi', u'In-seo Kim']"
The Motorcycle Diaries,7.8,R,Adventure,126,"[u'Gael Garc\xeda Bernal', u'Rodrigo De la Serna', u'M\xeda Maestro']"
Office Space,7.8,R,Comedy,89,"[u'Ron Livingston', u'Jennifer Aniston', u'David Herman']"
Evil,7.8,NOT RATED,Drama,113,"[u'Andreas Wilson', u'Henrik Lundstr\xf6m', u'Gustaf Skarsg\xe5rd']"
The Girl with the Dragon Tattoo,7.8,R,Crime,152,"[u'Michael Nyqvist', u'Noomi Rapace', u'Ewa Fr\xf6ling']"
Withnail & I,7.8,R,Comedy,107,"[u'Richard E. Grant', u'Paul McGann', u'Richard Griffiths']"
The Day the Earth Stood Still,7.8,APPROVED,Sci-Fi,92,"[u'Michael Rennie', u'Patricia Neal', u'Hugh Marlowe']"
Black Book,7.8,R,Drama,145,"[u'Carice van Houten', u'Sebastian Koch', u'Thom Hoffman']"
Evil Dead II,7.8,X,Comedy,84,"[u'Bruce Campbell', u'Sarah Berry', u'Dan Hicks']"
Kaze tachinu,7.8,PG-13,Animation,126,"[u'Hideaki Anno', u'Hidetoshi Nishijima', u'Miori Takimoto']"
Star Trek Into Darkness,7.8,PG-13,Action,132,"[u'Chris Pine', u'Zachary Quinto', u'Zoe Saldana']"
The Triplets of Belleville,7.8,PG-13,Animation,78,"[u'Mich\xe8le Caucheteux', u'Jean-Claude Donda', u'Michel Robin']"
Open Your Eyes,7.8,R,Drama,117,"[u'Eduardo Noriega', u'Pen\xe9lope Cruz', u'Chete Lera']"
The Magnificent Seven,7.8,NOT RATED,Action,128,"[u'Yul Brynner', u'Steve McQueen', u'Charles Bronson']"
Drive,7.8,R,Crime,100,"[u'Ryan Gosling', u'Carey Mulligan', u'Bryan Cranston']"
Mississippi Burning,7.8,R,Crime,128,"[u'Gene Hackman', u'Willem Dafoe', u'Frances McDormand']"
The Lego Movie,7.8,PG,Animation,100,"[u'Chris Pratt', u'Will Ferrell', u'Elizabeth Banks']"
The Day of the Jackal,7.8,PG,Crime,143,"[u'Edward Fox', u'Terence Alexander', u'Michel Auclair']"
Misery,7.8,R,Thriller,107,"[u'James Caan', u'Kathy Bates', u'Richard Farnsworth']"
Willy Wonka & the Chocolate Factory,7.8,G,Family,100,"[u'Gene Wilder', u'Jack Albertson', u'Peter Ostrum']"
Fantasia,7.8,G,Animation,125,"[u'Leopold Stokowski', u'Deems Taylor', u'Corey Burton']"
Gattaca,7.8,PG-13,Drama,106,"[u'Ethan Hawke', u'Uma Thurman', u'Jude Law']"
American Gangster,7.8,R,Biography,157,"[u'Denzel Washington', u'Russell Crowe', u'Chiwetel Ejiofor']"
Porco Rosso,7.8,PG,Animation,94,"[u'Sh\xfbichir\xf4 Moriyama', u'Tokiko Kat\xf4', u'Sanshi Katsura']"
The French Connection,7.8,R,Action,104,"[u'Gene Hackman', u'Roy Scheider', u'Fernando Rey']"
The Boy in the Striped Pajamas,7.8,PG-13,Drama,94,"[u'Asa Butterfield', u'David Thewlis', u'Rupert Friend']"
Empire of the Sun,7.8,PG,Drama,153,"[u'Christian Bale', u'John Malkovich', u'Miranda Richardson']"
About Time,7.8,R,Drama,123,"[u'Domhnall Gleeson', u'Rachel McAdams', u'Bill Nighy']"
Blue Velvet,7.8,R,Crime,120,"[u'Isabella Rossellini', u'Kyle MacLachlan', u'Dennis Hopper']"
In America,7.8,PG-13,Drama,105,"[u'Paddy Considine', u'Samantha Morton', u'Djimon Hounsou']"
The Curious Case of Benjamin Button,7.8,PG-13,Drama,166,"[u'Brad Pitt', u'Cate Blanchett', u'Tilda Swinton']"
The Last of the Mohicans,7.8,R,Action,112,"[u'Daniel Day-Lewis', u'Madeleine Stowe', u'Russell Means']"
Moonrise Kingdom,7.8,PG-13,Adventure,94,"[u'Jared Gilman', u'Kara Hayward', u'Bruce Willis']"
Rebel Without a Cause,7.8,PG-13,Drama,111,"[u'James Dean', u'Natalie Wood', u'Sal Mineo']"
Fantastic Mr. Fox,7.8,PG,Animation,87,"[u'George Clooney', u'Meryl Streep', u'Bill Murray']"
Invasion of the Body Snatchers,7.8,APPROVED,Horror,80,"[u'Kevin McCarthy', u'Dana Wynter', u'Larry Gates']"
October Sky,7.8,PG,Biography,108,"[u'Jake Gyllenhaal', u'Chris Cooper', u'Laura Dern']"
Dirty Harry,7.8,R,Action,102,"[u'Clint Eastwood', u'Andrew Robinson', u'Harry Guardino']"
Ghostbusters,7.8,PG,Comedy,105,"[u'Bill Murray', u'Dan Aykroyd', u'Sigourney Weaver']"
Captain America: The Winter Soldier,7.8,PG-13,Action,136,"[u'Chris Evans', u'Samuel L. Jackson', u'Scarlett Johansson']"
Wreck-It Ralph,7.8,PG,Animation,101,"[u'John C. Reilly', u'Jack McBrayer', u'Jane Lynch']"
The Hangover,7.8,R,Comedy,100,"[u'Zach Galifianakis', u'Bradley Cooper', u'Justin Bartha']"
Back to the Future Part II,7.8,PG,Adventure,108,"[u'Michael J. Fox', u'Christopher Lloyd', u'Lea Thompson']"
Belle de Jour,7.8,APPROVED,Drama,101,"[u'Catherine Deneuve', u'Jean Sorel', u'Michel Piccoli']"
"O Brother, Where Art Thou?",7.8,PG-13,Adventure,106,"[u'George Clooney', u'John Turturro', u'Tim Blake Nelson']"
Repulsion,7.8,UNRATED,Drama,105,"[u'Catherine Deneuve', u'Ian Hendry', u'John Fraser']"
Airplane!,7.8,PG,Comedy,88,"[u'Robert Hays', u'Julie Hagerty', u'Leslie Nielsen']"
Pride & Prejudice,7.8,PG,Drama,129,"[u'Keira Knightley', u'Matthew Macfadyen', u'Brenda Blethyn']"
Zulu,7.8,UNRATED,Drama,138,"[u'Stanley Baker', u'Jack Hawkins', u'Ulla Jacobsson']"
Night on Earth,7.8,R,Comedy,129,"[u'Winona Ryder', u'Gena Rowlands', u'Lisanne Falk']"
From Here to Eternity,7.8,NOT RATED,Drama,118,"[u'Burt Lancaster', u'Montgomery Clift', u'Deborah Kerr']"
Apocalypto,7.8,R,Action,139,"[u'Gerardo Taracena', u'Raoul Trujillo', u'Dalia Hern\xe1ndez']"
Atonement,7.8,R,Drama,123,"[u'Keira Knightley', u'James McAvoy', u'Brenda Blethyn']"
The Dirty Dozen,7.8,NOT RATED,Action,150,"[u'Lee Marvin', u'Ernest Borgnine', u'Charles Bronson']"
X-Men: First Class,7.8,PG-13,Action,132,"[u'James McAvoy', u'Michael Fassbender', u'Jennifer Lawrence']"
Run Lola Run,7.8,R,Action,80,"[u'Franka Potente', u'Moritz Bleibtreu', u'Herbert Knaup']"
The Longest Day,7.8,G,Action,178,"[u'John Wayne', u'Robert Ryan', u'Richard Burton']"
Zelig,7.8,PG,Comedy,79,"[u'Woody Allen', u'Mia Farrow', u'Patrick Horgan']"
The Last Emperor,7.8,PG-13,Biography,163,"[u'John Lone', u'Joan Chen', u""Peter O'Toole""]"
The Goonies,7.8,PG,Adventure,114,"[u'Sean Astin', u'Josh Brolin', u'Jeff Cohen']"
The White Ribbon,7.8,R,Drama,144,"[u'Christian Friedel', u'Ernst Jacobi', u'Leonie Benesch']"
The Fugitive,7.8,PG-13,Action,130,"[u'Harrison Ford', u'Tommy Lee Jones', u'Sela Ward']"
The Color Purple,7.8,PG-13,Drama,154,"[u'Danny Glover', u'Whoopi Goldberg', u'Oprah Winfrey']"
South Park: Bigger Longer & Uncut,7.8,R,Animation,81,"[u'Trey Parker', u'Matt Stone', u'Mary Kay Bergman']"
(500) Days of Summer,7.8,PG-13,Comedy,95,"[u'Zooey Deschanel', u'Joseph Gordon-Levitt', u'Geoffrey Arend']"
Lost in Translation,7.8,R,Drama,101,"[u'Bill Murray', u'Scarlett Johansson', u'Giovanni Ribisi']"
Argo,7.8,R,Drama,120,"[u'Ben Affleck', u'Bryan Cranston', u'John Goodman']"
Blazing Saddles,7.8,R,Comedy,93,"[u'Cleavon Little', u'Gene Wilder', u'Slim Pickens']"
Breakfast at Tiffany's,7.8,NOT RATED,Comedy,115,"[u'Audrey Hepburn', u'George Peppard', u'Patricia Neal']"
Finding Neverland,7.8,PG,Biography,106,"[u'Johnny Depp', u'Kate Winslet', u'Julie Christie']"
The Experiment,7.8,R,Drama,120,"[u'Moritz Bleibtreu', u'Christian Berkel', u'Oliver Stokowski']"
Lucky Number Slevin,7.8,R,Crime,110,"[u'Josh Hartnett', u'Ben Kingsley', u'Morgan Freeman']"
The Theory of Everything,7.8,PG-13,Biography,123,"[u'Eddie Redmayne', u'Felicity Jones', u'Tom Prior']"
Harry Potter and the Prisoner of Azkaban,7.8,PG,Adventure,142,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']"
Kung Fu Hustle,7.8,R,Action,99,"[u'Stephen Chow', u'Wah Yuen', u'Qiu Yuen']"
Being John Malkovich,7.8,R,Comedy,112,"[u'John Cusack', u'Cameron Diaz', u'Catherine Keener']"
The Social Network,7.8,PG-13,Biography,120,"[u'Jesse Eisenberg', u'Andrew Garfield', u'Justin Timberlake']"
3:10 to Yuma,7.8,R,Adventure,122,"[u'Russell Crowe', u'Christian Bale', u'Ben Foster']"
The Name of the Rose,7.8,R,Crime,130,"[u'Sean Connery', u'Christian Slater', u'Helmut Qualtinger']"
Mary Poppins,7.8,APPROVED,Comedy,139,"[u'Julie Andrews', u'Dick Van Dyke', u'David Tomlinson']"
The Game,7.8,R,Drama,129,"[u'Michael Douglas', u'Deborah Kara Unger', u'Sean Penn']"
Changeling,7.8,R,Drama,141,"[u'Angelina Jolie', u'Colm Feore', u'Amy Ryan']"
Donnie Brasco,7.8,R,Biography,127,"[u'Al Pacino', u'Johnny Depp', u'Michael Madsen']"
Serpico,7.8,R,Biography,130,"[u'Al Pacino', u'John Randolph', u'Jack Kehoe']"
What's Eating Gilbert Grape,7.8,PG-13,Drama,118,"[u'Johnny Depp', u'Leonardo DiCaprio', u'Juliette Lewis']"
Goldfinger,7.8,APPROVED,Action,110,"[u'Sean Connery', u'Gert Fr\xf6be', u'Honor Blackman']"
Nebraska,7.8,R,Adventure,115,"[u'Bruce Dern', u'Will Forte', u'June Squibb']"
The Sandlot,7.8,PG,Comedy,101,"[u'Tom Guiry', u'Mike Vitar', u'Patrick Renna']"
Boyz n the Hood,7.8,R,Crime,112,"[u'Cuba Gooding Jr.', u'Laurence Fishburne', u'Hudhail Al-Amir']"
The Bourne Supremacy,7.8,PG-13,Action,108,"[u'Matt Damon', u'Franka Potente', u'Joan Allen']"
Skyfall,7.8,PG-13,Action,143,"[u'Daniel Craig', u'Javier Bardem', u'Naomie Harris']"
Ray,7.8,PG-13,Biography,152,"[u'Jamie Foxx', u'Regina King', u'Kerry Washington']"
300,7.8,R,Action,117,"[u'Gerard Butler', u'Lena Headey', u'David Wenham']"
A Bronx Tale,7.8,R,Crime,121,"[u'Robert De Niro', u'Chazz Palminteri', u'Lillo Brancato']"
The Birds,7.8,PG-13,Horror,119,"[u'Rod Taylor', u'Tippi Hedren', u'Suzanne Pleshette']"
Battle Royale,7.8,NOT RATED,Action,114,"[u'Tatsuya Fujiwara', u'Aki Maeda', u'Tar\xf4 Yamamoto']"
Control,7.8,R,Biography,122,"[u'Sam Riley', u'Samantha Morton', u'Craig Parkinson']"
Kramer vs. Kramer,7.8,APPROVED,Drama,105,"[u'Dustin Hoffman', u'Meryl Streep', u'Jane Alexander']"
Deliverance,7.8,R,Adventure,110,"[u'Jon Voight', u'Burt Reynolds', u'Ned Beatty']"
Ocean's Eleven,7.8,PG-13,Crime,116,"[u'George Clooney', u'Brad Pitt', u'Julia Roberts']"
As Good as It Gets,7.8,PG-13,Comedy,139,"[u'Jack Nicholson', u'Helen Hunt', u'Greg Kinnear']"
Awakenings,7.8,PG-13,Biography,121,"[u'Robert De Niro', u'Robin Williams', u'Julie Kavner']"
The King of Comedy,7.8,PG,Comedy,109,"[u'Robert De Niro', u'Jerry Lewis', u'Diahnne Abbott']"
Man on Fire,7.8,R,Action,146,"[u'Denzel Washington', u'Christopher Walken', u'Dakota Fanning']"
Sabrina,7.8,UNRATED,Comedy,113,"[u'Humphrey Bogart', u'Audrey Hepburn', u'William Holden']"
Dark City,7.8,R,Mystery,100,"[u'Rufus Sewell', u'Kiefer Sutherland', u'Jennifer Connelly']"
Good Bye Lenin!,7.8,R,Comedy,121,"[u'Daniel Br\xfchl', u'Katrin Sa\xdf', u'Chulpan Khamatova']"
Remember the Titans,7.7,PG,Biography,113,"[u'Denzel Washington', u'Will Patton', u'Wood Harris']"
Star Trek II: The Wrath of Khan,7.7,PG,Action,113,"[u'William Shatner', u'Leonard Nimoy', u'DeForest Kelley']"
Road to Perdition,7.7,R,Crime,117,"[u'Tom Hanks', u'Tyler Hoechlin', u'Rob Maxey']"
Rushmore,7.7,R,Comedy,93,"[u'Jason Schwartzman', u'Bill Murray', u'Olivia Williams']"
The Machinist,7.7,R,Drama,101,"[u'Christian Bale', u'Jennifer Jason Leigh', u'Aitana S\xe1nchez-Gij\xf3n']"
Flipped,7.7,PG,Comedy,90,"[u'Madeline Carroll', u'Callan McAuliffe', u'Rebecca De Mornay']"
The Count of Monte Cristo,7.7,PG-13,Action,131,"[u'Jim Caviezel', u'Guy Pearce', u'Richard Harris']"
Detachment,7.7,NOT RATED,Drama,98,"[u'Adrien Brody', u'Christina Hendricks', u'Marcia Gay Harden']"
Love Me If You Dare,7.7,R,Comedy,93,"[u'Guillaume Canet', u'Marion Cotillard', u'Thibault Verhaeghe']"
Dead Man,7.7,R,Drama,121,"[u'Johnny Depp', u'Gary Farmer', u'Crispin Glover']"
The Purple Rose of Cairo,7.7,PG,Comedy,82,"[u'Mia Farrow', u'Jeff Daniels', u'Danny Aiello']"
21 Grams,7.7,R,Crime,124,"[u'Sean Penn', u'Benicio Del Toro', u'Naomi Watts']"
50/50,7.7,R,Comedy,100,"[u'Joseph Gordon-Levitt', u'Seth Rogen', u'Anna Kendrick']"
Kick-Ass,7.7,R,Action,117,"[u'Aaron Taylor-Johnson', u'Nicolas Cage', u'Chlo\xeb Grace Moretz']"
Delicatessen,7.7,R,Comedy,99,"[u'Marie-Laure Dougnac', u'Dominique Pinon', u'Pascal Benezech']"
Barton Fink,7.7,R,Drama,116,"[u'John Turturro', u'John Goodman', u'Judy Davis']"
The Last King of Scotland,7.7,R,Biography,123,"[u'James McAvoy', u'Forest Whitaker', u'Gillian Anderson']"
Adaptation.,7.7,R,Comedy,114,"[u'Nicolas Cage', u'Meryl Streep', u'Chris Cooper']"
A Very Long Engagement,7.7,R,Drama,133,"[u'Audrey Tautou', u'Gaspard Ulliel', u'Jodie Foster']"
Mysterious Skin,7.7,NC-17,Drama,105,"[u'Brady Corbet', u'Joseph Gordon-Levitt', u'Elisabeth Shue']"
Stardust,7.7,PG-13,Adventure,127,"[u'Charlie Cox', u'Claire Danes', u'Sienna Miller']"
Black Hawk Down,7.7,R,Drama,144,"[u'Josh Hartnett', u'Ewan McGregor', u'Tom Sizemore']"
Paprika,7.7,R,Animation,90,"[u'Megumi Hayashibara', u'T\xf4ru Emori', u'Katsunosuke Hori']"
Fear and Loathing in Las Vegas,7.7,R,Comedy,118,"[u'Johnny Depp', u'Benicio Del Toro', u'Tobey Maguire']"
Frost/Nixon,7.7,R,Drama,122,"[u'Frank Langella', u'Michael Sheen', u'Kevin Bacon']"
Enter the Dragon,7.7,R,Action,102,"[u'Bruce Lee', u'John Saxon', u'Jim Kelly']"
Short Cuts,7.7,R,Comedy,187,"[u'Andie MacDowell', u'Julianne Moore', u'Tim Robbins']"
A Hard Day's Night,7.7,APPROVED,Comedy,87,"[u'John Lennon', u'Paul McCartney', u'George Harrison']"
The Last Samurai,7.7,R,Action,154,"[u'Tom Cruise', u'Ken Watanabe', u'Billy Connolly']"
The Station Agent,7.7,R,Comedy,89,"[u'Peter Dinklage', u'Patricia Clarkson', u'Bobby Cannavale']"
Zombieland,7.7,R,Comedy,88,"[u'Jesse Eisenberg', u'Emma Stone', u'Woody Harrelson']"
Sympathy for Mr. Vengeance,7.7,R,Crime,129,"[u'Kang-ho Song', u'Ha-kyun Shin', u'Doona Bae']"
Despicable Me,7.7,PG,Animation,95,"[u'Steve Carell', u'Jason Segel', u'Russell Brand']"
Shane,7.7,APPROVED,Drama,118,"[u'Alan Ladd', u'Jean Arthur', u'Van Heflin']"
Forbidden Planet,7.7,PASSED,Action,98,"[u'Walter Pidgeon', u'Anne Francis', u'Leslie Nielsen']"
Titanic,7.7,PG-13,Drama,194,"[u'Leonardo DiCaprio', u'Kate Winslet', u'Billy Zane']"
Gone Baby Gone,7.7,R,Crime,114,"[u'Morgan Freeman', u'Ed Harris', u'Casey Affleck']"
The Dinner Game,7.7,PG-13,Comedy,80,"[u'Thierry Lhermitte', u'Jacques Villeret', u'Francis Huster']"
Dawn of the Planet of the Apes,7.7,PG-13,Action,130,"[u'Gary Oldman', u'Keri Russell', u'Andy Serkis']"
25th Hour,7.7,R,Crime,135,"[u'Edward Norton', u'Barry Pepper', u'Philip Seymour Hoffman']"
Ponyo,7.7,G,Animation,101,"[u'Cate Blanchett', u'Matt Damon', u'Liam Neeson']"
Shine,7.7,PG-13,Biography,105,"[u'Geoffrey Rush', u'Armin Mueller-Stahl', u'Justin Braine']"
The Blind Side,7.7,PG-13,Biography,129,"[u'Quinton Aaron', u'Sandra Bullock', u'Tim McGraw']"
Brokeback Mountain,7.7,R,Drama,134,"[u'Jake Gyllenhaal', u'Heath Ledger', u'Michelle Williams']"
Cast Away,7.7,PG-13,Adventure,143,"[u'Tom Hanks', u'Helen Hunt', u'Paul Sanchez']"
Malcolm X,7.7,PG-13,Biography,202,"[u'Denzel Washington', u'Angela Bassett', u'Delroy Lindo']"
Show Me Love,7.7,UNRATED,Comedy,89,"[u'Alexandra Dahlstr\xf6m', u'Rebecka Liljeberg', u'Erica Carlson']"
Boy A,7.7,R,Drama,106,"[u'Andrew Garfield', u'Peter Mullan', u'Shaun Evans']"
The Warriors,7.7,R,Action,92,"[u'Michael Beck', u'James Remar', u'Dorsey Wright']"
Close Encounters of the Third Kind,7.7,PG,Drama,137,"[u'Richard Dreyfuss', u'Fran\xe7ois Truffaut', u'Teri Garr']"
Match Point,7.7,R,Drama,124,"[u'Scarlett Johansson', u'Jonathan Rhys Meyers', u'Emily Mortimer']"
Training Day,7.7,R,Crime,122,"[u'Denzel Washington', u'Ethan Hawke', u'Scott Glenn']"
The Butterfly Effect,7.7,R,Sci-Fi,113,"[u'Ashton Kutcher', u'Amy Smart', u'Melora Walters']"
The City of Lost Children,7.7,R,Fantasy,112,"[u'Ron Perlman', u'Daniel Emilfork', u'Judith Vittet']"
Billy Elliot,7.7,PG-13,Comedy,110,"[u'Jamie Bell', u'Julie Walters', u'Jean Heywood']"
Love Actually,7.7,R,Comedy,135,"[u'Hugh Grant', u'Martine McCutcheon', u'Liam Neeson']"
The Producers,7.7,PG,Comedy,88,"[u'Zero Mostel', u'Gene Wilder', u'Dick Shawn']"
Harry Potter and the Deathly Hallows: Part 1,7.7,PG-13,Adventure,146,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']"
The Visitor,7.7,PG-13,Drama,104,"[u'Richard Jenkins', u'Haaz Sleiman', u'Danai Gurira']"
Philadelphia,7.7,PG-13,Drama,125,"[u'Tom Hanks', u'Denzel Washington', u'Roberta Maxwell']"
Sense and Sensibility,7.7,PG,Drama,131,"[u'Emma Thompson', u'Kate Winslet', u'James Fleet']"
Three Colors: White,7.7,R,Comedy,91,"[u'Zbigniew Zamachowski', u'Julie Delpy', u'Janusz Gajos']"
La grande bellezza,7.7,NOT RATED,Drama,142,"[u'Toni Servillo', u'Carlo Verdone', u'Sabrina Ferilli']"
Primal Fear,7.7,R,Crime,129,"[u'Richard Gere', u'Laura Linney', u'Edward Norton']"
Where Eagles Dare,7.7,,Action,158,"[u'Richard Burton', u'Clint Eastwood', u'Mary Ure']"
Dazed and Confused,7.7,R,Comedy,102,"[u'Jason London', u'Wiley Wiggins', u'Matthew McConaughey']"
Blood Simple.,7.7,R,Crime,99,"[u'John Getz', u'Frances McDormand', u'Dan Hedaya']"
This Is England,7.7,UNRATED,Crime,101,"[u'Thomas Turgoose', u'Stephen Graham', u'Jo Hartley']"
Fearless,7.7,PG-13,Action,104,"[u'Jet Li', u'Li Sun', u'Yong Dong']"
Dangerous Liaisons,7.7,R,Drama,119,"[u'Glenn Close', u'John Malkovich', u'Michelle Pfeiffer']"
Saw,7.7,R,Horror,103,"[u'Cary Elwes', u'Leigh Whannell', u'Danny Glover']"
Snow White and the Seven Dwarfs,7.7,APPROVED,Animation,88,"[u'Adriana Caselotti', u'Harry Stockwell', u'Lucille La Verne']"
Coraline,7.7,PG,Animation,100,"[u'Dakota Fanning', u'Teri Hatcher', u'John Hodgman']"
The Hunger Games: Catching Fire,7.7,PG-13,Adventure,146,"[u'Jennifer Lawrence', u'Josh Hutcherson', u'Liam Hemsworth']"
Sophie's Choice,7.7,R,Drama,150,"[u'Meryl Streep', u'Kevin Kline', u'Peter MacNicol']"
La Vie en Rose,7.7,PG-13,Biography,140,"[u'Marion Cotillard', u'Sylvie Testud', u'Pascal Greggory']"
Star Wars: Episode III - Revenge of the Sith,7.7,PG-13,Action,140,"[u'Hayden Christensen', u'Natalie Portman', u'Ewan McGregor']"
True Grit,7.7,PG-13,Adventure,110,"[u'Jeff Bridges', u'Matt Damon', u'Hailee Steinfeld']"
After Hours,7.7,R,Comedy,97,"[u'Griffin Dunne', u'Rosanna Arquette', u'Verna Bloom']"
Frozen,7.7,PG,Animation,102,"[u'Kristen Bell', u'Idina Menzel', u'Jonathan Groff']"
Lolita,7.7,NOT RATED,Drama,152,"[u'James Mason', u'Shelley Winters', u'Sue Lyon']"
Eastern Promises,7.7,R,Crime,100,"[u'Naomi Watts', u'Viggo Mortensen', u'Armin Mueller-Stahl']"
Midnight in Paris,7.7,PG-13,Comedy,94,"[u'Owen Wilson', u'Rachel McAdams', u'Kathy Bates']"
The Muppet Christmas Carol,7.7,G,Comedy,85,"[u'Michael Caine', u'Dave Goelz', u'Steve Whitmire']"
Who Framed Roger Rabbit,7.7,PG,Animation,104,"[u'Bob Hoskins', u'Christopher Lloyd', u'Joanna Cassidy']"
Sympathy for Lady Vengeance,7.7,R,Crime,112,"[u'Yeong-ae Lee', u'Min-sik Choi', u'Shi-hoo Kim']"
Grindhouse,7.7,R,Action,191,"[u'Kurt Russell', u'Rose McGowan', u'Danny Trejo']"
In a Better World,7.7,R,Drama,119,"[u'Mikael Persbrandt', u'Trine Dyrholm', u'Markus Rygaard']"
Blow-Up,7.7,NOT RATED,Drama,111,"[u'David Hemmings', u'Vanessa Redgrave', u'Sarah Miles']"
The Secret World of Arrietty,7.7,G,Animation,94,"[u'Bridgit Mendler', u'Amy Poehler', u'Will Arnett']"
Kiss Kiss Bang Bang,7.7,R,Action,103,"[u'Robert Downey Jr.', u'Val Kilmer', u'Michelle Monaghan']"
Lost Highway,7.7,R,Drama,134,"[u'Bill Pullman', u'Patricia Arquette', u'John Roselius']"
Zodiac,7.7,R,Crime,157,"[u'Jake Gyllenhaal', u'Robert Downey Jr.', u'Mark Ruffalo']"
Les Miserables,7.7,PG-13,Drama,158,"[u'Hugh Jackman', u'Russell Crowe', u'Anne Hathaway']"
Moulin Rouge!,7.7,PG-13,Drama,127,"[u'Nicole Kidman', u'Ewan McGregor', u'John Leguizamo']"
Whale Rider,7.7,PG-13,Drama,101,"[u'Keisha Castle-Hughes', u'Rawiri Paratene', u'Vicky Haughton']"
End of Watch,7.7,R,Crime,109,"[u'Jake Gyllenhaal', u'Michael Pe\xf1a', u'Anna Kendrick']"
Philomena,7.7,PG-13,Biography,98,"[u'Judi Dench', u'Steve Coogan', u'Sophie Kennedy Clark']"
Fury,7.7,R,Action,134,"[u'Brad Pitt', u'Shia LaBeouf', u'Logan Lerman']"
The Big Blue,7.7,PG-13,Action,168,"[u'Jean-Marc Barr', u'Jean Reno', u'Rosanna Arquette']"
First Blood,7.7,R,Action,93,"[u'Sylvester Stallone', u'Brian Dennehy', u'Richard Crenna']"
Minority Report,7.7,PG-13,Action,145,"[u'Tom Cruise', u'Colin Farrell', u'Samantha Morton']"
Spellbound,7.7,UNRATED,Film-Noir,111,"[u'Ingrid Bergman', u'Gregory Peck', u'Michael Chekhov']"
The Wicker Man,7.7,R,Horror,88,"[u'Edward Woodward', u'Christopher Lee', u'Diane Cilento']"
Seven Pounds,7.7,PG-13,Drama,123,"[u'Will Smith', u'Rosario Dawson', u'Woody Harrelson']"
Midnight Express,7.7,R,Biography,121,"[u'Brad Davis', u'Irene Miracle', u'Bo Hopkins']"
Kelly's Heroes,7.7,GP,Action,144,"[u'Clint Eastwood', u'Telly Savalas', u'Don Rickles']"
MASH,7.7,R,Comedy,116,"[u'Donald Sutherland', u'Elliott Gould', u'Tom Skerritt']"
The Player,7.7,R,Comedy,124,"[u'Tim Robbins', u'Greta Scacchi', u'Fred Ward']"
Traffic,7.7,R,Crime,147,"[u'Michael Douglas', u'Benicio Del Toro', u'Catherine Zeta-Jones']"
Y Tu Mama Tambien,7.7,R,Drama,106,"[u'Maribel Verd\xfa', u'Gael Garc\xeda Bernal', u'Daniel Gim\xe9nez Cacho']"
Stranger Than Fiction,7.7,PG-13,Comedy,113,"[u'Will Ferrell', u'Emma Thompson', u'Dustin Hoffman']"
Inside Man,7.7,R,Crime,129,"[u'Denzel Washington', u'Clive Owen', u'Jodie Foster']"
127 Hours,7.6,R,Adventure,94,"[u'James Franco', u'Amber Tamblyn', u'Kate Mara']"
The Fifth Element,7.6,PG-13,Action,126,"[u'Bruce Willis', u'Milla Jovovich', u'Gary Oldman']"
Milk,7.6,R,Biography,128,"[u'Sean Penn', u'Josh Brolin', u'Emile Hirsch']"
United 93,7.6,R,Action,111,"[u'David Alan Basche', u'Olivia Thirlby', u'Liza Col\xf3n-Zayas']"
Jin ling shi san chai,7.6,R,Drama,146,"[u'Christian Bale', u'Ni Ni', u'Xinyi Zhang']"
Dracula,7.6,APPROVED,Horror,85,"[u'Bela Lugosi', u'Helen Chandler', u'David Manners']"
High Plains Drifter,7.6,R,Western,105,"[u'Clint Eastwood', u'Verna Bloom', u'Marianna Hill']"
I Am Sam,7.6,PG-13,Drama,132,"[u'Sean Penn', u'Michelle Pfeiffer', u'Dakota Fanning']"
Fried Green Tomatoes,7.6,PG-13,Drama,130,"[u'Kathy Bates', u'Jessica Tandy', u'Mary Stuart Masterson']"
Watchmen,7.6,R,Action,162,"[u'Jackie Earle Haley', u'Patrick Wilson', u'Carla Gugino']"
28 Days Later...,7.6,R,Horror,113,"[u'Cillian Murphy', u'Naomie Harris', u'Christopher Eccleston']"
